name,borough_name,latitude,longitude,url,manual_frequency,keywords,frequency,keyword_frequency
Wembley Library,Brent,51.55840914,-0.27988313,https://www.brent.gov.uk/services-for-residents/libraries/libraries-in-brent/wembley-library/,,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Kilburn,Brent,51.53460692,-0.203802273,https://www.brent.gov.uk/libraries-arts-and-heritage/libraries/kilburn-library,,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Bradmore Green,Croydon,51.30703271,-0.12240494,,,,,
Biggin Hill Memorial Library and Pool,Bromley,51.31170065,0.036318182,https://www.better.org.uk/library/london/bromley/biggin-hill-memorial-library,1,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Coulsdon,Croydon,51.31947203,-0.13709679,,,,,
Purley,Croydon,51.33861472,-0.117094012,,,,,
Sanderstead,Croydon,51.34028969,-0.083955297,,,,,
New Addington,Croydon,51.34039632,-0.014765878,https://www.croydon.gov.uk/libraries-leisure-and-culture/libraries/find-your-library/new-addington-library,,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Selsdon,Croydon,51.34193161,-0.060767012,,,,,
Library @ the Phoenix Centre,Sutton,51.35268985,-0.131684671,https://suttoninformationhub.org.uk/services/library-the-phoenix-centre,,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Wallington Library,Sutton,51.35732129,-0.149222392,https://suttoninformationhub.org.uk/services/wallington-library,,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Cheam Library,Sutton,51.35957626,-0.215126355,https://libraries.sutton.gov.uk/digital-content/libraries/cheam-library,,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Sutton Central Library,Sutton,51.36154844,-0.193586833,https://libraries.sutton.gov.uk/digital-content/libraries/sutton-central-library,,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Hook and Chessington Library,Kingston upon Thames,51.36739709,-0.30447708,,,,,
Library @ Westcroft Centre,Sutton,51.36742881,-0.156544791,https://suttoninformationhub.org.uk/services/westcroft-library,,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Croydon central library,Croydon,51.37138431,-0.097931813,https://www.croydon.gov.uk/libraries-leisure-and-culture/libraries/find-your-library/central-library,,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",2
Worcester Park Library,Sutton,51.37753233,-0.239807077,https://suttoninformationhub.org.uk/services/worcester-park-library,,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Shirley,Croydon,51.37465273,-0.043548174,,,,,
West Wickham Library,Bromley,51.37533193,-0.012306129,https://www.better.org.uk/library/london/bromley/west-wickham-library,7,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Library @ The Life Centre,Sutton,51.37837931,-0.200253584,https://libraries.sutton.gov.uk/digital-content/libraries/library-at-the-life-centre,,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Tolworth Community Library,Kingston upon Thames,51.3805588,-0.28069395,,,,,
Hayes Library,Bromley,51.37686239,0.019678625,https://www.better.org.uk/library/london/bromley/hayes-library,4,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Orpington Library,Bromley,51.375607,0.102773528,https://www.better.org.uk/library/london/bromley/orpington-library,,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Old Malden Library,Kingston upon Thames,51.38323859,-0.253314099,,,,,
Ashburton,Croydon,51.38255158,-0.061536706,,,,,
The Circle Library,Sutton,51.38506086,-0.172897523,https://suttoninformationhub.org.uk/services/circle-library,,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Broad Green,Croydon,51.38485402,-0.115555759,,,,,
Surbiton Library,Kingston upon Thames,51.39228094,-0.296326317,,,,,
Southborough Library,Bromley,51.38938336,0.044998489,https://www.better.org.uk/library/london/bromley/southborough-library,,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Petts Wood Library,Bromley,51.38948409,0.072531624,https://www.better.org.uk/library/london/bromley/petts-wood-library,8,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
West Barnes Library,Merton,51.39463987,-0.237525903,https://arena.yourlondonlibrary.net/web/merton/west-barnes-library,5,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
New Malden Library,Kingston upon Thames,51.3987777,-0.259235194,https://arena.yourlondonlibrary.net/web/kingston,,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Thornton Heath,Croydon,51.3963774,-0.103997406,,,,,
South Norwood,Croydon,51.39677584,-0.077124186,http://www.croydonlibraries.com/find-your-library/south-norwood-library,,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Pollards Hill Library,Merton,51.3995746,-0.13027904,https://arena.yourlondonlibrary.net/web/merton/pollards-hill-library,2,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Morden Library,Merton,51.40100796,-0.194447903,https://arena.yourlondonlibrary.net/web/merton/morden-library,11,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Shortlands Library,Bromley,51.39924941,-0.005589835,https://www.better.org.uk/library/london/bromley/shortlands-library,8,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Norbury,Croydon,51.40507418,-0.119052849,,,,,
Bromley Central Library,Bromley,51.40324078,0.016066784,,,,,
Kingston Library,Kingston upon Thames,51.40882739,-0.298688099,,,,,
Raynes Park Library,Merton,51.40858096,-0.226221534,https://arena.yourlondonlibrary.net/web/merton/raynes-park-library,9,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Mitcham Library,Merton,51.40810347,-0.160877126,https://arena.yourlondonlibrary.net/web/merton/mitcham-library,14,,,
Mitcham Library,Merton,51.40810347,-0.160877126,https://libraries.merton.gov.uk/events/location/54,,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
St Pauls Cray Library,Bromley,51.40401746,0.104867667,https://www.better.org.uk/library/london/bromley/st-paul-s-cray-library-community-support-centre,3,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Beckenham Library,Bromley,51.40810746,-0.03534684,https://arena.yourlondonlibrary.net/web/bromley/beckenham-library,7,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Hampton,Richmond upon Thames,51.41335784,-0.368733087,,,,,
Hampton Wick,Richmond upon Thames,51.41327031,-0.311754655,,,,,
Penge Library,Bromley,51.41339872,-0.049516924,https://www.better.org.uk/library/london/bromley/penge-library,9,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Colliers Wood Library,Merton,51.41810235,-0.175888599,http://www.lse.ac.uk/library/collection-highlights/The-Womens-Library,6,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
Upper Norwood,Croydon,51.4195192,-0.079751385,,,,,
Wimbledon Library,Merton,51.42192157,-0.206383148,https://arena.yourlondonlibrary.net/web/merton/wimbledon-library,14,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Burnt Ash Library,Bromley,51.4192948,0.021290019,https://www.better.org.uk/library/london/bromley/burnt-ash-library,4,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Hampton Hill,Richmond upon Thames,51.4259997,-0.354371646,,,,,
Chislehurst Library,Bromley,51.41951611,0.066352567,https://arena.yourlondonlibrary.net/web/bromley/chislehurst-library,14,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Tudor Drive Library,Kingston upon Thames,51.42580323,-0.295942865,,,,,
Teddington,Richmond upon Thames,51.42722399,-0.332819999,https://www.richmond.gov.uk/teddington_library,,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Tooting Library,Wandsworth,51.42603474,-0.164185342,http://www.better.org.uk/areas/wandsworth/venues/tooting-library,,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Sydenham community library service,Lewisham,51.42640821,-0.039007332,,,,,
Downham Library,Lewisham,51.42655123,0.011453184,,,,,
Sidcup Library,Bexley,51.42531937,0.106637863,https://arena.yourlondonlibrary.net/web/bexley/sidcup-library,16,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Kingswood Library,Southwark,51.42992202,-0.080120892,,,,,
Streatham,Lambeth,51.43105845,-0.127568076,https://www.lambeth.gov.uk/libraries-0/streatham-library,,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Coldharbour Library,Greenwich,51.42980097,0.058915383,http://www.better.org.uk/areas/greenwich/venues/coldharbour-library,,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Ham,Richmond upon Thames,51.43737166,-0.311671896,https://www.visitrichmond.co.uk/information/product-catch-all/ham-library-p1581591,,,,
Hanworth Library,Hounslow,51.43983125,-0.387346368,https://www.hounslow.gov.uk/directory_record/2982/hanworth_library,,,,3
Forest Hill Library,Lewisham,51.43537399,-0.054595642,https://fhlibrary.co.uk/,,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Grove Park community library service,Lewisham,51.43543627,0.02508199,https://lewisham.gov.uk/myservices/libraries/branches/grove-park-community-library-service,,,,
Mottingham Library,Greenwich,51.43693949,0.045208326,https://www.better.org.uk/library/london/bromley/mottingham-library,6,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Heathfield Library Access Point,Richmond upon Thames,51.4434674,-0.362896718,https://librarytechnology.org/library/32576,,,,
New Eltham Library,Greenwich,51.43700853,0.072897864,http://www.better.org.uk/areas/greenwich/venues/new-eltham-library,,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Earlsfield Library,Wandsworth,51.44192022,-0.185149645,http://www.better.org.uk/areas/wandsworth/venues/earlsfield-library,,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Feltham Library,Hounslow,51.44585041,-0.409519872,https://www.hounslow.gov.uk/directory_record/2981/feltham_library,,,,3
Southfields Library,Wandsworth,51.44303209,-0.207139118,http://www.better.org.uk/areas/wandsworth/venues/southfields-library,,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Torridon Road Library,Lewisham,51.44182955,2.12E-05,https://www.lewisham.gov.uk/myservices/libraries/branches/Pages/torridon-road-library.aspx,,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Twickenham,Richmond upon Thames,51.44697104,-0.326329333,https://www.richmond.gov.uk/twickenham_library,,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Balham Library,Wandsworth,51.44496215,-0.150761033,http://www.better.org.uk/areas/wandsworth/venues/balham-library,,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Catford library,Lewisham,51.4440966,-0.019079052,https://lewisham.gov.uk/myservices/libraries/branches/catford-library,,,,
Bexley Community Library,Bexley,51.44224098,0.152449184,https://arena.yourlondonlibrary.net/web/bexley/bcl,,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Bedfont Library,Hounslow,51.45154014,-0.432661866,https://www.hounslow.gov.uk/directory_record/2977/bedfont_library,,,,2
Roehampton Library,Wandsworth,51.44929376,-0.240517105,http://www.better.org.uk/areas/wandsworth/venues/roehampton-library,,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Whitton,Richmond upon Thames,51.45223366,-0.357588317,https://www.richmond.gov.uk/whitton_library,,,,
Dulwich Library,Southwark,51.44828683,-0.072974201,https://selmind.org.uk/directory/dulwich-library-southwark/,,,,
Blackfen Community Library,Bexley,51.44966601,0.106032019,https://arena.yourlondonlibrary.net/web/bexley/blackfen-library,,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Eltham Centre Library,Greenwich,51.45051273,0.05950408,http://www.better.org.uk/areas/greenwich/venues/eltham-library,,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Northcote Library,Wandsworth,51.45463918,-0.162764313,http://www.better.org.uk/areas/wandsworth/venues/northcote-library,,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Wandsworth Town Library,Wandsworth,51.45567007,-0.190880754,http://www.better.org.uk/areas/wandsworth/venues/wandsworth-town-library,,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Crayford Library,Bexley,51.44939192,0.181716274,https://arena.yourlondonlibrary.net/web/bexley/crayford-library,14,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Richmond Information and Reference Library. Richmond ,Richmond upon Thames,51.4583449,-0.304851588,https://www.richmond.gov.uk/local_studies_collection,,"['child', 'children', 'kid', 'kids', 'baby', 'babies', 'family', 'families', 'play', 'rhyme', 'rhymes', 'toy', 'toys', 'craft', 'nursery', 'daycare']","[0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
Crofton Park community library service,Lewisham,51.45492733,-0.034704482,https://lewisham.gov.uk/myservices/libraries/branches/crofton-park-community-library-service,,,,
