,MSOA11CD,count_sin,sum,count_sdep,sdep/sum,sdep/sin,library_name_sum,filtered_library_name_sum,keyword_frequency_sum,Total annual income,POPDEN
482,E02000512,300.0,3102.0,55.0,1.773049645,18.33333333,4.0,3.0,4.0,50600.0,56.8
483,E02000513,427.0,3323.0,66.0,1.986157087,15.45667447,6.0,1.0,1.0,48100.0,61.0
484,E02000514,191.0,3176.0,38.0,1.196473552,19.89528796,5.0,1.0,1.0,53400.0,81.9
485,E02000515,507.0,5347.0,87.0,1.627080606,17.15976331,4.0,3.0,5.0,51900.0,33.1
486,E02000516,267.0,2815.0,52.0,1.847246892,19.47565543,7.0,0.0,0.0,54200.0,50.0
487,E02000517,306.0,3325.0,45.0,1.353383459,14.70588235,8.0,4.0,5.0,52100.0,55.8
488,E02000518,422.0,3328.0,56.0,1.682692308,13.27014218,6.0,4.0,5.0,53800.0,34.1
489,E02000519,279.0,3022.0,39.0,1.290536069,13.97849462,9.0,2.0,2.0,47900.0,47.7
490,E02000520,398.0,4454.0,60.0,1.347103727,15.07537688,9.0,3.0,4.0,50500.0,25.8
491,E02000521,391.0,4354.0,56.0,1.286173633,14.32225064,4.0,2.0,3.0,55000.0,40.4
492,E02000522,349.0,3489.0,60.0,1.719690456,17.19197708,2.0,1.0,2.0,53900.0,55.1
493,E02000523,241.0,3685.0,37.0,1.004070556,15.3526971,3.0,1.0,1.0,53700.0,58.5
494,E02000524,201.0,2643.0,40.0,1.513431706,19.90049751,6.0,2.0,3.0,57500.0,3.2
495,E02000525,309.0,3319.0,50.0,1.506477855,16.18122977,5.0,1.0,1.0,53100.0,21.7
496,E02000526,124.0,3618.0,17.0,0.469872858,13.70967742,6.0,2.0,2.0,78500.0,90.7
497,E02000529,225.0,3036.0,44.0,1.449275362,19.55555556,7.0,1.0,1.0,48700.0,71.5
498,E02000530,278.0,2518.0,51.0,2.025416998,18.34532374,7.0,1.0,1.0,43600.0,25.1
499,E02000531,348.0,4942.0,49.0,0.991501416,14.08045977,9.0,2.0,3.0,58800.0,40.4
500,E02000532,222.0,3820.0,28.0,0.732984293,12.61261261,7.0,2.0,2.0,67800.0,40.0
501,E02000533,213.0,3688.0,25.0,0.677874187,11.7370892,5.0,1.0,1.0,72200.0,79.0
502,E02000534,133.0,3002.0,15.0,0.499666889,11.27819549,10.0,2.0,2.0,65400.0,16.5
503,E02000535,122.0,3007.0,18.0,0.598603259,14.75409836,6.0,1.0,1.0,56100.0,60.0
504,E02000536,210.0,3249.0,37.0,1.138811942,17.61904762,7.0,1.0,1.0,54100.0,57.7
505,E02000537,132.0,3155.0,6.0,0.190174326,4.545454545,7.0,2.0,2.0,61700.0,45.7
506,E02000538,175.0,3005.0,28.0,0.931780366,16,5.0,2.0,2.0,53700.0,36.8
507,E02000539,402.0,4728.0,48.0,1.015228426,11.94029851,8.0,3.0,4.0,61600.0,65.3
508,E02000540,406.0,4487.0,46.0,1.025183864,11.33004926,5.0,2.0,2.0,55500.0,73.7
509,E02000541,212.0,3278.0,31.0,0.945698597,14.62264151,4.0,1.0,1.0,50000.0,84.2
510,E02000542,278.0,3951.0,42.0,1.06302202,15.10791367,6.0,1.0,1.0,52100.0,89.8
511,E02000543,419.0,4891.0,41.0,0.838274382,9.785202864,7.0,2.0,2.0,58100.0,102.3
512,E02000544,106.0,2921.0,15.0,0.513522766,14.1509434,6.0,2.0,2.0,62900.0,59.2
513,E02000545,369.0,3548.0,85.0,2.395715896,23.03523035,8.0,3.0,4.0,54300.0,62.2
514,E02000546,222.0,3160.0,32.0,1.012658228,14.41441441,7.0,3.0,3.0,54000.0,39.6
515,E02000547,322.0,3854.0,45.0,1.167618059,13.97515528,5.0,2.0,2.0,50800.0,28.7
516,E02000548,354.0,3727.0,53.0,1.422055272,14.97175141,2.0,1.0,1.0,48100.0,25.8
517,E02000549,284.0,4083.0,34.0,0.832721038,11.97183099,6.0,2.0,2.0,54100.0,44.9
518,E02000550,360.0,3719.0,68.0,1.828448508,18.88888889,3.0,2.0,2.0,51800.0,110.1
519,E02000551,400.0,3418.0,68.0,1.989467525,17,6.0,2.0,2.0,45500.0,40.5
520,E02000552,280.0,3359.0,30.0,0.893122953,10.71428571,3.0,2.0,2.0,56300.0,27.0
521,E02000553,224.0,2598.0,25.0,0.962278676,11.16071429,5.0,2.0,2.0,51900.0,26.2
522,E02000554,456.0,4201.0,80.0,1.904308498,17.54385965,12.0,3.0,8.0,51700.0,144.1
523,E02000555,336.0,4033.0,43.0,1.066203818,12.79761905,11.0,2.0,5.0,58600.0,157.8
524,E02000556,327.0,4949.0,60.0,1.212366135,18.34862385,13.0,4.0,10.0,62000.0,153.7
525,E02000557,310.0,4139.0,51.0,1.232181686,16.4516129,12.0,4.0,23.0,60100.0,114.7
526,E02000558,477.0,3959.0,87.0,2.197524627,18.23899371,13.0,4.0,10.0,47300.0,184.3
527,E02000559,219.0,3991.0,37.0,0.927085943,16.89497717,15.0,7.0,18.0,80100.0,152.2
528,E02000560,207.0,3274.0,32.0,0.977397679,15.4589372,16.0,5.0,14.0,63200.0,140.6
529,E02000561,156.0,3164.0,27.0,0.85335019,17.30769231,15.0,5.0,27.0,72400.0,126.3
530,E02000562,245.0,3485.0,41.0,1.176470588,16.73469388,13.0,6.0,16.0,67900.0,122.4
531,E02000563,428.0,3856.0,93.0,2.411825726,21.72897196,15.0,3.0,8.0,55600.0,146.4
532,E02000564,404.0,5665.0,65.0,1.147396293,16.08910891,17.0,5.0,14.0,68700.0,129.9
533,E02000565,374.0,3496.0,89.0,2.54576659,23.79679144,11.0,7.0,21.0,57700.0,159.7
534,E02000566,220.0,3837.0,30.0,0.781860829,13.63636364,16.0,6.0,19.0,82000.0,116.6
535,E02000567,353.0,4896.0,71.0,1.450163399,20.11331445,13.0,5.0,14.0,67200.0,155.9
536,E02000568,464.0,4666.0,96.0,2.057436777,20.68965517,19.0,5.0,20.0,52700.0,106.6
537,E02000569,464.0,4603.0,79.0,1.716271997,17.02586207,17.0,7.0,25.0,62100.0,143.1
538,E02000570,212.0,3993.0,42.0,1.051840721,19.81132075,17.0,6.0,22.0,81400.0,143.3
539,E02000571,372.0,4123.0,76.0,1.843317972,20.43010753,13.0,6.0,34.0,62000.0,161.3
540,E02000572,376.0,3526.0,80.0,2.268859898,21.27659574,18.0,7.0,87.0,48000.0,186.9
541,E02000573,288.0,4922.0,55.0,1.117431938,19.09722222,22.0,10.0,96.0,81200.0,119.6
542,E02000574,209.0,3608.0,28.0,0.776053215,13.39712919,20.0,9.0,91.0,60600.0,139.8
543,E02000575,374.0,5167.0,67.0,1.296690536,17.9144385,21.0,11.0,96.0,64100.0,127.9
544,E02000576,547.0,4950.0,97.0,1.95959596,17.73308958,20.0,12.0,119.0,56700.0,124.2
545,E02000577,320.0,3175.0,44.0,1.385826772,13.75,13.0,4.0,10.0,42200.0,82.6
546,E02000578,310.0,2311.0,50.0,2.163565556,16.12903226,9.0,4.0,10.0,45100.0,112.9
547,E02000579,265.0,3820.0,38.0,0.994764398,14.33962264,11.0,5.0,11.0,54900.0,141.1
548,E02000580,248.0,3988.0,37.0,0.92778335,14.91935484,12.0,5.0,12.0,52500.0,218.5
549,E02000581,277.0,3007.0,55.0,1.829065514,19.85559567,12.0,6.0,13.0,44200.0,169.2
550,E02000582,116.0,3271.0,11.0,0.336288597,9.482758621,12.0,6.0,15.0,70200.0,157.0
551,E02000583,122.0,3120.0,20.0,0.641025641,16.39344262,12.0,6.0,13.0,76500.0,126.9
552,E02000584,162.0,3333.0,30.0,0.900090009,18.51851852,15.0,9.0,17.0,91100.0,89.7
553,E02000585,160.0,3384.0,19.0,0.561465721,11.875,12.0,7.0,14.0,66500.0,92.4
554,E02000586,95.0,2881.0,6.0,0.20826102,6.315789474,10.0,7.0,18.0,90300.0,147.9
555,E02000587,107.0,3026.0,3.0,0.09914078,2.803738318,12.0,8.0,15.0,80000.0,144.0
556,E02000588,100.0,3081.0,9.0,0.29211295,9,9.0,8.0,27.0,85700.0,106.4
557,E02000589,87.0,3658.0,15.0,0.410060142,17.24137931,9.0,8.0,19.0,67000.0,227.7
558,E02000590,121.0,3050.0,23.0,0.754098361,19.00826446,9.0,7.0,20.0,58800.0,152.3
559,E02000591,149.0,3243.0,30.0,0.92506938,20.13422819,10.0,8.0,19.0,57000.0,187.6
560,E02000592,93.0,2838.0,4.0,0.140944327,4.301075269,9.0,8.0,22.0,91100.0,119.2
561,E02000593,134.0,3688.0,11.0,0.298264642,8.208955224,9.0,7.0,17.0,73800.0,153.0
562,E02000594,114.0,2920.0,12.0,0.410958904,10.52631579,9.0,6.0,18.0,70000.0,93.7
563,E02000595,96.0,3029.0,15.0,0.495212942,15.625,11.0,7.0,20.0,73900.0,115.4
564,E02000596,115.0,3072.0,14.0,0.455729167,12.17391304,9.0,6.0,16.0,84400.0,142.1
565,E02000597,220.0,2995.0,37.0,1.235392321,16.81818182,9.0,5.0,14.0,50200.0,180.5
566,E02000598,165.0,2970.0,15.0,0.505050505,9.090909091,6.0,2.0,7.0,72600.0,58.9
567,E02000599,85.0,2352.0,12.0,0.510204082,14.11764706,6.0,2.0,7.0,68600.0,17.5
568,E02000600,257.0,3379.0,22.0,0.651080201,8.560311284,4.0,2.0,7.0,64100.0,74.4
569,E02000601,307.0,4856.0,31.0,0.638385502,10.09771987,5.0,2.0,7.0,74600.0,97.2
570,E02000602,330.0,4045.0,47.0,1.161928307,14.24242424,5.0,2.0,7.0,51000.0,87.1
571,E02000603,265.0,2950.0,47.0,1.593220339,17.73584906,5.0,2.0,7.0,57600.0,59.4
572,E02000604,209.0,3559.0,22.0,0.618151166,10.52631579,4.0,1.0,1.0,64900.0,56.0
573,E02000605,149.0,3115.0,24.0,0.77046549,16.10738255,6.0,3.0,8.0,65600.0,54.7
574,E02000606,198.0,4810.0,10.0,0.207900208,5.050505051,4.0,2.0,7.0,66900.0,67.5
575,E02000607,92.0,2580.0,10.0,0.387596899,10.86956522,5.0,2.0,7.0,68800.0,47.4
576,E02000608,139.0,3406.0,16.0,0.469759248,11.51079137,4.0,2.0,7.0,63900.0,85.2
577,E02000609,145.0,2738.0,16.0,0.584368152,11.03448276,6.0,2.0,2.0,56600.0,50.4
578,E02000610,224.0,3878.0,23.0,0.593089221,10.26785714,4.0,3.0,8.0,60700.0,68.6
579,E02000611,75.0,2652.0,9.0,0.339366516,12,5.0,3.0,8.0,69700.0,40.6
580,E02000612,112.0,3078.0,17.0,0.552306693,15.17857143,6.0,2.0,2.0,65500.0,42.5
581,E02000613,218.0,3192.0,33.0,1.033834586,15.13761468,3.0,2.0,2.0,66500.0,65.2
582,E02000614,226.0,3372.0,29.0,0.860023725,12.83185841,6.0,3.0,3.0,57900.0,28.5
583,E02000615,176.0,2957.0,13.0,0.439634765,7.386363636,3.0,2.0,2.0,61000.0,45.7
584,E02000616,152.0,2390.0,12.0,0.50209205,7.894736842,2.0,2.0,2.0,65600.0,46.0
585,E02000617,225.0,3345.0,32.0,0.956651719,14.22222222,1.0,1.0,1.0,57100.0,12.1
586,E02000619,414.0,4055.0,80.0,1.972872996,19.3236715,14.0,9.0,40.0,53600.0,146.9
587,E02000620,402.0,4587.0,65.0,1.41704818,16.16915423,14.0,9.0,40.0,59100.0,129.0
588,E02000621,351.0,6009.0,49.0,0.815443501,13.96011396,13.0,7.0,36.0,62900.0,143.1
589,E02000622,269.0,3636.0,42.0,1.155115512,15.6133829,12.0,7.0,38.0,62700.0,104.0
590,E02000623,381.0,3329.0,61.0,1.832382097,16.01049869,11.0,6.0,35.0,50600.0,174.2
591,E02000624,391.0,4274.0,58.0,1.357042583,14.83375959,10.0,5.0,31.0,59100.0,138.6
592,E02000625,447.0,3801.0,62.0,1.631149697,13.87024609,9.0,3.0,18.0,53900.0,150.6
593,E02000626,473.0,3449.0,74.0,2.145549435,15.6448203,9.0,4.0,34.0,45300.0,149.4
594,E02000627,347.0,3922.0,54.0,1.376848547,15.56195965,10.0,4.0,29.0,59900.0,181.9
595,E02000628,476.0,4478.0,89.0,1.987494417,18.69747899,9.0,4.0,34.0,47600.0,148.4
596,E02000629,187.0,4013.0,36.0,0.897084475,19.2513369,8.0,2.0,11.0,71400.0,140.8
597,E02000630,184.0,3429.0,31.0,0.90405366,16.84782609,8.0,1.0,9.0,73100.0,107.1
598,E02000631,254.0,3736.0,45.0,1.204496788,17.71653543,9.0,5.0,43.0,65600.0,83.0
599,E02000632,180.0,4261.0,35.0,0.821403426,19.44444444,8.0,1.0,9.0,78200.0,180.2
600,E02000633,358.0,3960.0,67.0,1.691919192,18.7150838,7.0,3.0,27.0,57300.0,136.9
601,E02000634,245.0,3104.0,30.0,0.966494845,12.24489796,8.0,1.0,9.0,61900.0,131.4
602,E02000635,323.0,4335.0,51.0,1.176470588,15.78947368,10.0,5.0,36.0,64500.0,73.7
603,E02000636,114.0,3080.0,15.0,0.487012987,13.15789474,7.0,1.0,9.0,90700.0,82.7
604,E02000637,167.0,3703.0,27.0,0.729138536,16.16766467,6.0,2.0,11.0,71300.0,148.7
605,E02000638,411.0,4107.0,60.0,1.46092038,14.59854015,6.0,2.0,11.0,57600.0,144.5
606,E02000639,342.0,3725.0,53.0,1.422818792,15.49707602,6.0,2.0,11.0,51300.0,139.0
607,E02000640,252.0,3805.0,43.0,1.130091984,17.06349206,6.0,1.0,9.0,75300.0,111.5
608,E02000641,512.0,3393.0,83.0,2.446212791,16.2109375,5.0,2.0,11.0,49400.0,143.9
609,E02000642,386.0,4171.0,76.0,1.822105011,19.68911917,7.0,4.0,23.0,62700.0,88.8
610,E02000643,287.0,3949.0,31.0,0.785008863,10.80139373,3.0,1.0,2.0,62600.0,119.4
611,E02000644,318.0,3495.0,33.0,0.944206009,10.37735849,3.0,2.0,7.0,64100.0,95.3
612,E02000645,374.0,4045.0,38.0,0.939431397,10.16042781,5.0,2.0,7.0,64600.0,79.6
613,E02000646,248.0,3907.0,20.0,0.511901715,8.064516129,3.0,1.0,2.0,66700.0,96.2
614,E02000647,297.0,3422.0,37.0,1.081239041,12.45791246,4.0,2.0,7.0,62700.0,87.7
615,E02000648,473.0,3193.0,73.0,2.286251174,15.43340381,4.0,2.0,7.0,48800.0,110.6
616,E02000649,430.0,5304.0,68.0,1.282051282,15.81395349,5.0,1.0,2.0,59600.0,108.0
617,E02000650,354.0,3277.0,73.0,2.227647238,20.62146893,3.0,2.0,7.0,55500.0,96.2
618,E02000651,265.0,3481.0,35.0,1.005458202,13.20754717,4.0,1.0,2.0,61600.0,76.7
619,E02000652,207.0,2544.0,22.0,0.864779874,10.62801932,5.0,0.0,0.0,59800.0,107.1
620,E02000653,462.0,5293.0,80.0,1.511430191,17.31601732,10.0,5.0,27.0,57100.0,126.3
621,E02000654,512.0,3595.0,81.0,2.253129346,15.8203125,8.0,3.0,19.0,44900.0,85.2
622,E02000655,399.0,4003.0,63.0,1.573819635,15.78947368,10.0,5.0,34.0,52000.0,83.9
623,E02000657,348.0,3989.0,56.0,1.403860617,16.09195402,9.0,3.0,13.0,51800.0,103.9
624,E02000658,278.0,3458.0,41.0,1.185656449,14.74820144,9.0,5.0,28.0,57800.0,107.4
625,E02000659,305.0,3544.0,51.0,1.439051919,16.72131148,11.0,4.0,13.0,65200.0,75.0
626,E02000660,265.0,3604.0,42.0,1.165371809,15.8490566,8.0,2.0,4.0,61700.0,99.4
627,E02000661,191.0,3048.0,24.0,0.787401575,12.56544503,10.0,3.0,11.0,67200.0,49.3
628,E02000662,346.0,3303.0,49.0,1.483499849,14.16184971,8.0,3.0,13.0,55700.0,105.2
629,E02000663,205.0,2818.0,34.0,1.206529454,16.58536585,10.0,3.0,12.0,62200.0,109.6
630,E02000665,248.0,3414.0,26.0,0.761570006,10.48387097,8.0,3.0,11.0,60400.0,98.9
631,E02000666,217.0,2736.0,33.0,1.206140351,15.20737327,11.0,4.0,13.0,57500.0,76.9
632,E02000667,157.0,2522.0,22.0,0.872323553,14.01273885,8.0,2.0,3.0,69500.0,89.8
633,E02000668,218.0,2727.0,33.0,1.210121012,15.13761468,7.0,2.0,9.0,66700.0,66.0
634,E02000669,308.0,3309.0,42.0,1.269265639,13.63636364,8.0,3.0,11.0,61500.0,117.0
635,E02000670,380.0,2784.0,43.0,1.54454023,11.31578947,6.0,3.0,11.0,49000.0,105.2
636,E02000671,302.0,3683.0,39.0,1.058919359,12.91390728,7.0,1.0,2.0,62700.0,84.5
637,E02000672,480.0,4199.0,61.0,1.45272684,12.70833333,8.0,3.0,11.0,53200.0,72.3
638,E02000673,253.0,3495.0,29.0,0.829756795,11.46245059,8.0,3.0,14.0,65200.0,75.5
639,E02000674,237.0,3061.0,25.0,0.81672656,10.54852321,7.0,2.0,9.0,60700.0,98.0
640,E02000675,308.0,3421.0,47.0,1.37386729,15.25974026,9.0,2.0,9.0,58600.0,57.2
641,E02000676,274.0,3188.0,42.0,1.317440402,15.32846715,5.0,1.0,2.0,66400.0,103.4
642,E02000677,199.0,2641.0,29.0,1.098068913,14.57286432,9.0,3.0,11.0,58700.0,68.5
643,E02000678,360.0,2613.0,66.0,2.525832377,18.33333333,9.0,2.0,9.0,48500.0,58.9
644,E02000679,341.0,3372.0,57.0,1.690391459,16.71554252,7.0,3.0,9.0,56800.0,84.2
645,E02000680,336.0,2915.0,44.0,1.509433962,13.0952381,5.0,1.0,5.0,56400.0,89.2
646,E02000681,384.0,3352.0,47.0,1.402147971,12.23958333,7.0,3.0,5.0,48200.0,59.8
647,E02000682,492.0,3217.0,98.0,3.046316444,19.91869919,7.0,1.0,1.0,48000.0,68.6
648,E02000683,309.0,2724.0,61.0,2.239353891,19.74110032,7.0,1.0,1.0,47000.0,67.2
649,E02000685,382.0,3426.0,63.0,1.838879159,16.4921466,7.0,3.0,9.0,53700.0,79.4
650,E02000686,482.0,3045.0,63.0,2.068965517,13.07053942,9.0,2.0,3.0,42900.0,38.6
651,E02000687,359.0,3458.0,53.0,1.532677848,14.7632312,6.0,2.0,7.0,55700.0,102.0
652,E02000689,237.0,3513.0,22.0,0.626245374,9.282700422,6.0,1.0,3.0,81200.0,42.4
653,E02000690,69.0,2220.0,4.0,0.18018018,5.797101449,5.0,0.0,0.0,76500.0,10.5
654,E02000691,121.0,2957.0,12.0,0.405816706,9.917355372,6.0,1.0,3.0,84000.0,79.0
655,E02000692,106.0,3571.0,7.0,0.196023523,6.603773585,4.0,0.0,0.0,85900.0,67.0
656,E02000693,184.0,4285.0,25.0,0.583430572,13.58695652,6.0,1.0,3.0,71100.0,87.6
657,E02000694,200.0,3837.0,24.0,0.625488663,12,6.0,1.0,3.0,80400.0,112.8
658,E02000695,129.0,2941.0,12.0,0.408024481,9.302325581,5.0,1.0,3.0,63800.0,102.8
659,E02000696,226.0,3266.0,29.0,0.887936314,12.83185841,4.0,1.0,3.0,58100.0,108.9
660,E02000697,134.0,3664.0,5.0,0.136462882,3.731343284,5.0,1.0,3.0,86400.0,70.9
661,E02000698,147.0,3181.0,15.0,0.471549827,10.20408163,4.0,0.0,0.0,80900.0,44.5
662,E02000699,103.0,3263.0,8.0,0.245173154,7.766990291,4.0,0.0,0.0,85500.0,82.6
663,E02000700,332.0,3358.0,57.0,1.697438952,17.1686747,5.0,1.0,3.0,51400.0,89.9
664,E02000701,226.0,3110.0,39.0,1.254019293,17.25663717,5.0,1.0,3.0,55000.0,88.0
665,E02000702,394.0,3367.0,44.0,1.306801307,11.16751269,8.0,2.0,4.0,52600.0,49.0
666,E02000703,112.0,2937.0,11.0,0.374531835,9.821428571,6.0,1.0,3.0,73000.0,53.1
667,E02000704,212.0,3575.0,40.0,1.118881119,18.86792453,5.0,0.0,0.0,63500.0,46.3
668,E02000705,190.0,3112.0,19.0,0.610539846,10,3.0,0.0,0.0,59200.0,65.4
669,E02000706,423.0,3533.0,68.0,1.924709878,16.07565012,5.0,1.0,3.0,49300.0,95.1
670,E02000707,358.0,2780.0,51.0,1.834532374,14.24581006,5.0,1.0,1.0,48000.0,64.6
671,E02000708,141.0,3255.0,17.0,0.522273425,12.05673759,6.0,1.0,1.0,72100.0,50.3
672,E02000709,95.0,2870.0,12.0,0.418118467,12.63157895,7.0,1.0,1.0,68900.0,44.9
673,E02000710,266.0,3441.0,29.0,0.842778262,10.90225564,8.0,2.0,4.0,50200.0,25.8
674,E02000711,261.0,3458.0,36.0,1.041064199,13.79310345,7.0,1.0,3.0,52400.0,61.3
675,E02000712,248.0,3404.0,39.0,1.145710928,15.72580645,5.0,0.0,0.0,50100.0,53.4
676,E02000713,147.0,2829.0,16.0,0.565570873,10.88435374,7.0,1.0,1.0,63700.0,48.8
677,E02000714,217.0,2647.0,39.0,1.473366075,17.97235023,10.0,4.0,12.0,52200.0,148.0
678,E02000715,232.0,2090.0,29.0,1.387559809,12.5,8.0,7.0,14.0,41400.0,172.9
679,E02000716,249.0,2299.0,23.0,1.000434972,9.236947791,10.0,7.0,17.0,50100.0,47.0
680,E02000717,227.0,2396.0,34.0,1.41903172,14.97797357,8.0,6.0,13.0,43000.0,162.4
681,E02000718,261.0,2249.0,38.0,1.68963984,14.55938697,8.0,6.0,10.0,44800.0,109.5
682,E02000719,239.0,2875.0,40.0,1.391304348,16.73640167,10.0,3.0,9.0,50900.0,118.3
683,E02000720,123.0,2124.0,20.0,0.941619586,16.2601626,10.0,4.0,9.0,50200.0,142.6
684,E02000721,205.0,2765.0,30.0,1.084990958,14.63414634,9.0,3.0,8.0,45600.0,163.9
685,E02000722,215.0,2936.0,24.0,0.817438692,11.1627907,8.0,1.0,1.0,52700.0,181.9
686,E02000723,159.0,2863.0,32.0,1.117708697,20.12578616,10.0,7.0,14.0,51600.0,149.3
687,E02000724,150.0,2532.0,28.0,1.105845182,18.66666667,8.0,5.0,11.0,45800.0,189.4
688,E02000725,397.0,3999.0,61.0,1.525381345,15.36523929,8.0,1.0,15.0,56600.0,111.9
689,E02000727,117.0,2288.0,17.0,0.743006993,14.52991453,7.0,3.0,5.0,46200.0,210.4
690,E02000728,125.0,2341.0,13.0,0.55531824,10.4,7.0,6.0,10.0,51000.0,125.5
691,E02000729,128.0,2198.0,26.0,1.18289354,20.3125,8.0,2.0,2.0,51900.0,100.5
692,E02000730,146.0,2567.0,25.0,0.973899494,17.12328767,7.0,3.0,5.0,47600.0,178.6
693,E02000731,163.0,2769.0,22.0,0.794510654,13.49693252,10.0,5.0,8.0,44800.0,173.4
694,E02000732,235.0,2750.0,57.0,2.072727273,24.25531915,7.0,3.0,5.0,44300.0,171.4
695,E02000733,342.0,3459.0,45.0,1.300954033,13.15789474,6.0,1.0,1.0,47000.0,131.8
696,E02000734,232.0,2492.0,35.0,1.404494382,15.0862069,6.0,1.0,1.0,46400.0,200.9
697,E02000735,222.0,2662.0,36.0,1.352366642,16.21621622,8.0,3.0,3.0,46100.0,138.3
698,E02000736,280.0,2656.0,55.0,2.070783133,19.64285714,8.0,5.0,8.0,46000.0,68.3
699,E02000737,252.0,3070.0,44.0,1.433224756,17.46031746,9.0,5.0,8.0,49500.0,112.2
700,E02000738,178.0,2782.0,30.0,1.078360891,16.85393258,6.0,1.0,1.0,50800.0,184.3
701,E02000739,197.0,2477.0,34.0,1.372628179,17.25888325,7.0,2.0,2.0,49100.0,152.1
702,E02000740,249.0,2494.0,46.0,1.844426624,18.47389558,8.0,3.0,18.0,47000.0,53.7
703,E02000741,247.0,2682.0,36.0,1.342281879,14.57489879,7.0,2.0,2.0,50900.0,109.3
704,E02000742,276.0,2533.0,40.0,1.579155152,14.49275362,7.0,3.0,3.0,47100.0,101.2
705,E02000743,400.0,3578.0,69.0,1.928451649,17.25,6.0,3.0,5.0,45500.0,125.4
706,E02000744,424.0,3324.0,62.0,1.865222623,14.62264151,6.0,2.0,2.0,46300.0,134.2
707,E02000745,319.0,2876.0,45.0,1.564673157,14.10658307,7.0,2.0,2.0,53100.0,112.5
708,E02000746,323.0,3396.0,60.0,1.766784452,18.57585139,8.0,3.0,4.0,51900.0,17.5
709,E02000747,346.0,5446.0,48.0,0.88138083,13.87283237,7.0,4.0,20.0,59600.0,56.1
710,E02000748,234.0,2210.0,25.0,1.131221719,10.68376068,5.0,1.0,1.0,51200.0,46.9
711,E02000749,456.0,3331.0,66.0,1.981386971,14.47368421,5.0,1.0,1.0,48200.0,57.7
712,E02000751,182.0,4438.0,54.0,1.216764308,29.67032967,7.0,5.0,51.0,66600.0,33.9
713,E02000752,263.0,3266.0,43.0,1.316595224,16.34980989,4.0,3.0,9.0,49100.0,14.0
714,E02000753,267.0,2471.0,36.0,1.45690004,13.48314607,2.0,2.0,8.0,53200.0,81.0
715,E02000754,157.0,2591.0,25.0,0.964878425,15.92356688,3.0,2.0,8.0,61300.0,52.2
716,E02000755,157.0,2187.0,20.0,0.914494742,12.7388535,3.0,2.0,8.0,55100.0,38.8
717,E02000756,372.0,5259.0,41.0,0.779615897,11.02150538,5.0,4.0,13.0,54700.0,35.1
718,E02000757,282.0,5179.0,26.0,0.502027418,9.219858156,6.0,4.0,16.0,69100.0,77.2
719,E02000758,147.0,2315.0,19.0,0.820734341,12.92517007,5.0,4.0,16.0,55400.0,51.9
720,E02000759,380.0,4819.0,45.0,0.933803694,11.84210526,4.0,3.0,12.0,62700.0,51.4
721,E02000760,217.0,2628.0,30.0,1.141552511,13.82488479,3.0,2.0,8.0,52500.0,67.0
722,E02000762,82.0,2106.0,8.0,0.379867047,9.756097561,3.0,2.0,8.0,58300.0,78.7
